City,Card Type,Exp Type,Gender,Amount
Delhi,Platinum,Entertainment,M,110074
Delhi,Gold,Grocery,F,106502
Bengaluru,Signature,Grocery,M,277816
Bengaluru,Signature,Fuel,F,230605
Ahmedabad,Platinum,Entertainment,M,254276
Delhi,Signature,Bills,M,124410
Bengaluru,Gold,Entertainment,F,104728
Greater,Silver,Bills,M,116224
Delhi,Silver,Bills,F,17038
Ahmedabad,Platinum,Food,M,111529
Ahmedabad,Platinum,Grocery,F,278930
Ahmedabad,Platinum,Food,M,96014
Greater,Signature,Food,F,162606
Ahmedabad,Gold,Fuel,M,83872
Ahmedabad,Silver,Fuel,M,109567
Ahmedabad,Signature,Food,M,62836
Greater,Signature,Food,M,282205
Greater,Signature,Entertainment,M,271720
Delhi,Gold,Fuel,M,116644
Greater,Silver,Fuel,F,130464
Ahmedabad,Silver,Bills,F,271881
Greater,Platinum,Food,F,73376
Ahmedabad,Platinum,Food,M,121934
Ahmedabad,Signature,Food,M,168711
Bengaluru,Signature,Bills,M,75028
Greater,Platinum,Food,M,104064
Bengaluru,Platinum,Food,F,140488
Bengaluru,Signature,Entertainment,F,104871
Delhi,Silver,Grocery,M,160380
Delhi,Platinum,Fuel,F,10023
Greater,Silver,Grocery,M,103581
Bengaluru,Signature,Food,F,86154
Greater,Silver,Food,F,170755
Delhi,Platinum,Bills,F,193612
Ahmedabad,Gold,Entertainment,M,62337
Delhi,Gold,Food,F,81780
Ahmedabad,Silver,Grocery,M,116493
Bengaluru,Signature,Bills,M,79390
Greater,Signature,Bills,F,293727
Bengaluru,Silver,Food,M,54186
Ahmedabad,Platinum,Entertainment,F,218162
Bengaluru,Silver,Fuel,F,248239
Bengaluru,Platinum,Grocery,M,202660
Delhi,Platinum,Grocery,M,213619
Delhi,Gold,Entertainment,M,239764
Ahmedabad,Silver,Bills,F,50979
Ahmedabad,Platinum,Grocery,M,144428
Bengaluru,Silver,Bills,M,199651
Delhi,Silver,Food,F,252647
Bengaluru,Signature,Bills,M,52382
Greater,Signature,Grocery,F,235552
Bengaluru,Silver,Entertainment,F,133199
Ahmedabad,Gold,Entertainment,M,111854
Delhi,Silver,Bills,F,154928
Ahmedabad,Platinum,Fuel,M,287944
Ahmedabad,Gold,Bills,F,42663
Ahmedabad,Signature,Fuel,M,55519
Bengaluru,Gold,Food,F,267517
Greater,Platinum,Fuel,M,100967
Delhi,Gold,Food,F,68916
Ahmedabad,Platinum,Bills,M,292638
Delhi,Signature,Bills,M,177139
Greater,Platinum,Fuel,M,83518
Greater,Platinum,Food,F,92560
Delhi,Signature,Food,M,222759
Delhi,Gold,Entertainment,M,226774
Bengaluru,Silver,Grocery,M,163678
Bengaluru,Platinum,Bills,M,25694
Greater,Signature,Entertainment,F,91840
Greater,Silver,Fuel,M,172389
Delhi,Signature,Fuel,F,4307
Ahmedabad,Signature,Bills,M,134896
Greater,Gold,Bills,F,279184
Delhi,Gold,Grocery,M,228921
Ahmedabad,Signature,Food,M,209029
Bengaluru,Gold,Food,M,281613
Delhi,Signature,Bills,F,198852
Delhi,Gold,Food,F,76906
Ahmedabad,Platinum,Entertainment,F,164353
Ahmedabad,Platinum,Bills,M,109038
Delhi,Gold,Food,F,239807
Bengaluru,Platinum,Bills,F,287162
Ahmedabad,Silver,Fuel,M,156164
Greater,Silver,Food,F,137881
Greater,Gold,Fuel,M,110678
Bengaluru,Platinum,Entertainment,F,105778
Bengaluru,Gold,Bills,F,94375
Greater,Silver,Grocery,M,59350
Delhi,Platinum,Fuel,M,50720
Bengaluru,Signature,Bills,F,144623
Greater,Platinum,Entertainment,M,261984
Delhi,Platinum,Grocery,M,12243
Delhi,Gold,Fuel,M,254973
Ahmedabad,Signature,Grocery,M,192047
Greater,Platinum,Grocery,M,57372
Delhi,Gold,Bills,F,203073
Ahmedabad,Platinum,Entertainment,M,146605
Bengaluru,Platinum,Food,F,272021
Ahmedabad,Silver,Fuel,M,229929
Delhi,Silver,Fuel,F,189507
Bengaluru,Signature,Bills,F,219917
Ahmedabad,Signature,Bills,F,142863
Delhi,Signature,Food,M,38607
Ahmedabad,Gold,Food,M,42785
Ahmedabad,Gold,Bills,M,277846
Bengaluru,Signature,Bills,F,230375
Greater,Silver,Grocery,F,130410
Bengaluru,Silver,Entertainment,F,253206
Ahmedabad,Gold,Grocery,M,142312
Delhi,Gold,Fuel,F,204331
Bengaluru,Platinum,Grocery,M,83154
Ahmedabad,Signature,Entertainment,M,136187
Bengaluru,Gold,Food,F,70964
Delhi,Signature,Entertainment,F,94890
Greater,Silver,Fuel,F,43157
Bengaluru,Gold,Bills,M,288326
Delhi,Gold,Bills,M,282403
Delhi,Platinum,Fuel,F,83760
Bengaluru,Silver,Bills,F,175513
Bengaluru,Silver,Food,F,267675
Bengaluru,Platinum,Food,F,209215
Delhi,Signature,Fuel,F,154477
Bengaluru,Silver,Bills,F,172688
Bengaluru,Silver,Grocery,M,262554
Ahmedabad,Platinum,Food,M,17034
Greater,Silver,Food,F,21839
Bengaluru,Silver,Food,M,183345
Greater,Signature,Grocery,M,272916
Greater,Gold,Food,F,297946
Ahmedabad,Platinum,Fuel,F,299568
Delhi,Silver,Bills,F,168309
Greater,Platinum,Bills,M,17226
Greater,Platinum,Entertainment,M,266836
Bengaluru,Silver,Bills,M,15182
Bengaluru,Silver,Fuel,M,173732
Greater,Platinum,Grocery,F,149365
Ahmedabad,Platinum,Food,F,262437
Ahmedabad,Signature,Bills,F,22155
Delhi,Platinum,Entertainment,F,23390
Delhi,Signature,Bills,F,197861
Ahmedabad,Platinum,Fuel,M,55887
Ahmedabad,Silver,Entertainment,M,262966
Bengaluru,Silver,Grocery,M,242059
Delhi,Platinum,Entertainment,F,69558
Greater,Signature,Grocery,M,144991
Bengaluru,Platinum,Bills,M,44913
Delhi,Gold,Food,F,184017
Bengaluru,Silver,Food,M,252135
Bengaluru,Silver,Bills,F,119154
Ahmedabad,Silver,Food,F,209412
Delhi,Silver,Grocery,M,225389
Ahmedabad,Signature,Fuel,M,174599
Ahmedabad,Platinum,Entertainment,F,290566
Delhi,Signature,Grocery,M,131157
Bengaluru,Silver,Food,M,151777
Greater,Signature,Entertainment,M,13048
Delhi,Gold,Fuel,F,265959
Bengaluru,Platinum,Entertainment,F,72895
Ahmedabad,Gold,Bills,F,164385
Delhi,Gold,Grocery,M,42529
Delhi,Silver,Entertainment,M,167947
Bengaluru,Platinum,Grocery,M,14674
Greater,Signature,Fuel,M,125258
Delhi,Silver,Food,M,225842
Delhi,Platinum,Grocery,F,30782
Delhi,Gold,Bills,F,95348
Delhi,Signature,Fuel,M,245378
Bengaluru,Platinum,Fuel,M,98639
Delhi,Gold,Food,F,96301
Delhi,Gold,Food,M,173139
Ahmedabad,Silver,Entertainment,F,239071
Ahmedabad,Silver,Bills,M,62307
Bengaluru,Gold,Grocery,F,166798
Greater,Platinum,Entertainment,F,112675
Ahmedabad,Silver,Grocery,F,251181
Ahmedabad,Signature,Fuel,F,93505
Greater,Signature,Grocery,F,7587
Delhi,Silver,Grocery,F,211467
Bengaluru,Gold,Entertainment,F,134537
Delhi,Gold,Entertainment,F,9032
Bengaluru,Gold,Bills,F,81278
Ahmedabad,Signature,Food,M,236662
Bengaluru,Signature,Entertainment,M,100749
Greater,Signature,Entertainment,M,8944
Delhi,Signature,Entertainment,F,248323
Ahmedabad,Silver,Entertainment,M,199538
Greater,Signature,Fuel,M,138892
Bengaluru,Signature,Food,M,82359
Delhi,Gold,Food,M,265190
Bengaluru,Silver,Grocery,M,115182
Ahmedabad,Silver,Fuel,F,243204
Greater,Signature,Grocery,F,127491
Bengaluru,Gold,Fuel,M,163591
Bengaluru,Silver,Grocery,M,191331
Ahmedabad,Platinum,Food,M,238929
Delhi,Silver,Bills,F,229260
Greater,Gold,Grocery,F,56970
Bengaluru,Silver,Bills,F,125238
Ahmedabad,Platinum,Fuel,M,35658
Delhi,Signature,Food,F,263532
Delhi,Signature,Food,M,14406
Ahmedabad,Platinum,Entertainment,F,271482
Ahmedabad,Gold,Bills,F,56003
Ahmedabad,Silver,Food,M,274780
Ahmedabad,Signature,Fuel,M,257908
Greater,Platinum,Fuel,M,242987
Greater,Silver,Fuel,F,240480
Greater,Platinum,Grocery,M,273860
Delhi,Gold,Grocery,F,158628
Greater,Gold,Grocery,M,12558
Ahmedabad,Gold,Entertainment,M,48164
Ahmedabad,Signature,Entertainment,M,42644
Bengaluru,Gold,Bills,M,172303
Greater,Silver,Entertainment,M,251995
Delhi,Gold,Fuel,F,65947
Greater,Silver,Fuel,F,294849
Delhi,Silver,Entertainment,M,9474
Delhi,Platinum,Grocery,M,271513
Greater,Signature,Entertainment,M,219393
Ahmedabad,Gold,Food,M,211977
Greater,Platinum,Food,M,289233
Delhi,Silver,Entertainment,F,261901
Greater,Platinum,Grocery,F,46087
Bengaluru,Silver,Fuel,M,220085
Greater,Silver,Fuel,M,206037
Greater,Silver,Bills,M,220114
Ahmedabad,Gold,Grocery,M,123492
Greater,Signature,Grocery,M,139097
Ahmedabad,Silver,Fuel,F,106250
Delhi,Gold,Bills,M,176824
Greater,Platinum,Grocery,M,205699
Delhi,Gold,Food,M,76546
Delhi,Silver,Fuel,M,159107
Greater,Signature,Fuel,F,207930
Ahmedabad,Gold,Grocery,M,278781
Ahmedabad,Silver,Fuel,F,74379
Bengaluru,Silver,Fuel,F,106562
Delhi,Signature,Entertainment,M,185739
Bengaluru,Platinum,Bills,M,95378
Delhi,Signature,Grocery,M,56628
Greater,Signature,Grocery,M,74399
Delhi,Platinum,Bills,M,246544
Greater,Platinum,Fuel,F,266586
Delhi,Platinum,Entertainment,M,170814
Delhi,Signature,Bills,F,88138
Delhi,Silver,Entertainment,M,193327
Bengaluru,Gold,Fuel,F,236037
Greater,Platinum,Fuel,M,53920
Bengaluru,Silver,Food,M,28050
Greater,Signature,Fuel,F,107810
Delhi,Silver,Entertainment,F,143307
Bengaluru,Platinum,Entertainment,M,81110
Delhi,Silver,Grocery,M,175199
Ahmedabad,Silver,Grocery,M,57343
Greater,Silver,Food,F,258818
Delhi,Gold,Fuel,F,199228
Greater,Signature,Entertainment,F,225251
Ahmedabad,Platinum,Bills,F,5273
Greater,Platinum,Grocery,F,226759
Greater,Platinum,Entertainment,F,2484
Greater,Platinum,Bills,F,127951
Ahmedabad,Gold,Fuel,F,148387
Bengaluru,Gold,Grocery,F,222744
Bengaluru,Gold,Food,F,149612
Ahmedabad,Silver,Entertainment,F,218683
Bengaluru,Signature,Food,F,101670
Greater,Silver,Fuel,M,68369
Ahmedabad,Silver,Grocery,M,251277
Greater,Platinum,Fuel,M,78729
Ahmedabad,Silver,Food,M,108416
Delhi,Signature,Grocery,F,148556
Greater,Signature,Fuel,M,146402
Greater,Silver,Food,M,204886
Bengaluru,Gold,Grocery,M,180961
Bengaluru,Signature,Bills,F,88095
Delhi,Silver,Food,F,122694
Ahmedabad,Signature,Fuel,M,163621
Delhi,Signature,Food,M,139318
Delhi,Silver,Grocery,F,257237
Greater,Silver,Entertainment,M,40841
Greater,Platinum,Bills,M,131871
Ahmedabad,Signature,Grocery,F,213795
Bengaluru,Platinum,Entertainment,F,98136
Delhi,Silver,Entertainment,M,190684
Greater,Gold,Food,F,194902
Bengaluru,Platinum,Fuel,F,276082
Ahmedabad,Platinum,Bills,M,254938
Ahmedabad,Signature,Food,F,79984
Bengaluru,Platinum,Bills,F,153100
Ahmedabad,Platinum,Entertainment,F,97869
Bengaluru,Platinum,Entertainment,M,93651
Ahmedabad,Silver,Fuel,M,140259
Greater,Platinum,Fuel,M,296092
Ahmedabad,Silver,Grocery,F,11987
Greater,Silver,Fuel,F,295305
Bengaluru,Platinum,Fuel,F,190699
Bengaluru,Signature,Grocery,M,202531
Delhi,Signature,Food,F,10158
Bengaluru,Signature,Fuel,M,159541
Delhi,Platinum,Fuel,F,34447
Ahmedabad,Platinum,Entertainment,F,287506
Ahmedabad,Platinum,Grocery,M,181753
Bengaluru,Gold,Bills,M,272115
Greater,Silver,Grocery,F,17301
Bengaluru,Platinum,Food,M,264929
Delhi,Platinum,Bills,M,26435
Ahmedabad,Signature,Fuel,F,23329
Ahmedabad,Gold,Food,F,216878
Bengaluru,Silver,Fuel,M,78896
Delhi,Platinum,Entertainment,F,138308
Ahmedabad,Gold,Fuel,M,190362
Delhi,Signature,Grocery,F,206117
Ahmedabad,Silver,Bills,F,247302
Greater,Silver,Bills,F,187674
Bengaluru,Signature,Food,F,221480
Greater,Platinum,Food,F,118329
Greater,Gold,Grocery,M,156249
Greater,Silver,Entertainment,M,244260
Ahmedabad,Platinum,Food,F,192479
Bengaluru,Signature,Bills,F,89278
Bengaluru,Gold,Bills,M,176081
Ahmedabad,Signature,Food,F,290501
Ahmedabad,Gold,Bills,F,73910
Delhi,Platinum,Food,M,113374
Greater,Signature,Fuel,M,151865
Ahmedabad,Gold,Entertainment,F,136297
Bengaluru,Silver,Fuel,M,205998
Greater,Signature,Grocery,F,122360
Greater,Platinum,Bills,F,64711
Ahmedabad,Signature,Grocery,F,22951
Delhi,Signature,Grocery,M,210401
Greater,Signature,Grocery,F,262693
Greater,Signature,Grocery,F,135701
Greater,Signature,Bills,M,264988
Ahmedabad,Signature,Fuel,M,84981
Greater,Silver,Bills,M,57178
Ahmedabad,Platinum,Entertainment,F,246858
Bengaluru,Silver,Grocery,F,184924
Ahmedabad,Gold,Entertainment,F,48327
Delhi,Platinum,Fuel,M,87364
Ahmedabad,Gold,Grocery,M,102694
Delhi,Signature,Bills,M,204908
Bengaluru,Silver,Food,F,16945
Bengaluru,Platinum,Food,F,138549
Delhi,Gold,Food,F,61032
Greater,Platinum,Grocery,F,108277
Bengaluru,Silver,Food,F,151532
Delhi,Silver,Bills,M,205030
Greater,Platinum,Bills,F,250280
Delhi,Platinum,Grocery,M,124255
Ahmedabad,Silver,Grocery,F,125145
Delhi,Gold,Bills,F,289281
Bengaluru,Silver,Fuel,F,133935
Greater,Platinum,Bills,M,294979
Greater,Platinum,Entertainment,M,49754
Bengaluru,Gold,Entertainment,F,110582
Delhi,Gold,Bills,F,94821
Delhi,Silver,Bills,F,240481
Greater,Gold,Bills,M,171932
Bengaluru,Gold,Bills,M,278347
Greater,Signature,Fuel,M,267975
Delhi,Platinum,Food,M,147996
Ahmedabad,Signature,Entertainment,F,168031
Delhi,Platinum,Bills,F,176341
Delhi,Silver,Bills,M,115137
Ahmedabad,Signature,Grocery,F,210711
Bengaluru,Gold,Entertainment,F,258783
Greater,Platinum,Fuel,F,280253
Delhi,Platinum,Bills,F,278957
Ahmedabad,Signature,Bills,F,296750
Bengaluru,Platinum,Fuel,F,217343
Greater,Platinum,Grocery,M,19207
Bengaluru,Platinum,Fuel,M,297763
Bengaluru,Silver,Fuel,M,87380
Greater,Gold,Bills,F,28085
Bengaluru,Platinum,Bills,F,71214
Delhi,Signature,Food,M,134822
Greater,Platinum,Grocery,F,96466
Delhi,Signature,Fuel,F,238780
Delhi,Platinum,Food,F,204018
Greater,Gold,Entertainment,M,274068
Delhi,Gold,Bills,M,206691
Bengaluru,Gold,Fuel,M,145186
Ahmedabad,Platinum,Grocery,M,191695
Greater,Platinum,Grocery,M,227400
Greater,Platinum,Bills,M,274359
Delhi,Silver,Fuel,M,59143
Greater,Silver,Fuel,M,169112
Greater,Gold,Bills,F,3167
Bengaluru,Platinum,Fuel,M,4887
Delhi,Gold,Entertainment,M,94771
Greater,Platinum,Grocery,M,155765
Delhi,Signature,Grocery,M,103319
Bengaluru,Gold,Grocery,F,291619
Ahmedabad,Signature,Fuel,M,231815
Bengaluru,Silver,Fuel,F,75039
Delhi,Platinum,Food,M,184680
Greater,Gold,Food,M,173817
Bengaluru,Silver,Entertainment,F,42572
Bengaluru,Signature,Grocery,F,54396
Delhi,Gold,Entertainment,F,139680
Greater,Signature,Fuel,M,206802
Ahmedabad,Platinum,Grocery,M,88561
Greater,Platinum,Entertainment,F,20943
Ahmedabad,Silver,Food,F,229262
Greater,Gold,Grocery,M,294502
Bengaluru,Gold,Bills,M,30854
Delhi,Gold,Grocery,F,120645
Ahmedabad,Gold,Entertainment,M,180376
Delhi,Silver,Grocery,M,188235
Delhi,Platinum,Bills,F,118520
Bengaluru,Gold,Food,F,36695
Greater,Signature,Entertainment,F,284400
Ahmedabad,Platinum,Entertainment,M,34981
Ahmedabad,Silver,Bills,M,298546
Bengaluru,Signature,Entertainment,M,50877
Ahmedabad,Gold,Food,M,51966
Greater,Platinum,Food,F,250051
Ahmedabad,Gold,Food,F,56653
Greater,Platinum,Bills,M,5557
Greater,Platinum,Food,F,206407
Greater,Platinum,Grocery,M,235232
Bengaluru,Platinum,Grocery,M,142430
Greater,Signature,Fuel,F,56913
Bengaluru,Silver,Bills,F,39911
Ahmedabad,Silver,Entertainment,F,92334
Ahmedabad,Silver,Fuel,F,161384
Bengaluru,Silver,Entertainment,F,259513
Bengaluru,Silver,Fuel,M,201783
Greater,Platinum,Fuel,F,233520
Greater,Signature,Bills,F,234804
Delhi,Signature,Fuel,M,46953
Delhi,Silver,Bills,F,56090
Ahmedabad,Signature,Bills,M,181345
Delhi,Silver,Food,F,220276
Greater,Gold,Entertainment,F,65692
Delhi,Gold,Grocery,F,134498
Bengaluru,Platinum,Bills,M,233374
Greater,Silver,Food,F,72988
Ahmedabad,Signature,Grocery,M,102818
Delhi,Platinum,Entertainment,M,129054
Delhi,Silver,Fuel,M,194836
Bengaluru,Signature,Food,F,99656
Bengaluru,Platinum,Grocery,M,282032
Ahmedabad,Signature,Grocery,F,276575
Ahmedabad,Gold,Grocery,F,143505
Ahmedabad,Silver,Food,F,42521
Greater,Platinum,Entertainment,M,15782
Ahmedabad,Platinum,Fuel,F,110941
Greater,Platinum,Fuel,M,267890
Ahmedabad,Platinum,Food,M,254186
Bengaluru,Platinum,Bills,F,124930
Bengaluru,Gold,Grocery,M,6990
Ahmedabad,Silver,Grocery,F,93921
Ahmedabad,Signature,Grocery,F,167975
Delhi,Signature,Entertainment,M,37865
Bengaluru,Signature,Entertainment,M,66803
Bengaluru,Silver,Entertainment,M,74214
Bengaluru,Gold,Entertainment,M,261590
Delhi,Signature,Fuel,F,279502
Greater,Platinum,Entertainment,F,128930
Greater,Silver,Entertainment,M,41362
Ahmedabad,Signature,Bills,M,69997
Delhi,Platinum,Entertainment,F,244899
Bengaluru,Gold,Entertainment,F,97493
Greater,Gold,Bills,M,126958
Bengaluru,Platinum,Entertainment,M,74622
Greater,Platinum,Food,M,125602
Delhi,Signature,Entertainment,M,207491
Greater,Platinum,Bills,M,11573
Greater,Signature,Fuel,M,43535
Delhi,Silver,Entertainment,M,53093
Ahmedabad,Silver,Bills,F,133533
Delhi,Gold,Fuel,M,284974
Delhi,Gold,Fuel,F,228729
Bengaluru,Platinum,Grocery,F,291267
Bengaluru,Silver,Grocery,M,157554
Greater,Silver,Food,F,107195
Greater,Gold,Grocery,F,223454
Bengaluru,Signature,Food,F,134698
Ahmedabad,Signature,Grocery,F,13916
Greater,Gold,Fuel,M,7499
Bengaluru,Gold,Entertainment,F,10070
Delhi,Signature,Fuel,M,16066
Delhi,Silver,Bills,F,289290
Delhi,Signature,Bills,M,6205
Delhi,Gold,Bills,M,297929
Greater,Signature,Bills,F,94113
Ahmedabad,Signature,Food,F,135124
Bengaluru,Signature,Fuel,F,121738
Delhi,Signature,Food,M,53632
Bengaluru,Signature,Fuel,F,109719
Bengaluru,Signature,Fuel,M,97563
Delhi,Platinum,Fuel,M,19336
Delhi,Platinum,Food,M,220178
Bengaluru,Gold,Fuel,M,55158
Ahmedabad,Silver,Food,F,221639
Bengaluru,Gold,Bills,M,248614
Delhi,Signature,Bills,F,278995
Greater,Signature,Fuel,M,160559
Ahmedabad,Platinum,Food,M,33550
Ahmedabad,Gold,Entertainment,M,88021
Greater,Gold,Entertainment,F,180452
Bengaluru,Signature,Entertainment,M,218548
Delhi,Silver,Bills,F,130785
Greater,Signature,Entertainment,F,289164
Bengaluru,Platinum,Grocery,M,281973
Bengaluru,Silver,Grocery,F,64305
Ahmedabad,Signature,Grocery,F,148888
Ahmedabad,Platinum,Food,F,78965
Delhi,Signature,Food,M,59854
Greater,Signature,Fuel,F,103984
Bengaluru,Signature,Entertainment,M,138418
Greater,Gold,Food,M,198480
Bengaluru,Gold,Grocery,F,41400
Greater,Silver,Fuel,F,220654
Greater,Gold,Entertainment,M,201942
Ahmedabad,Platinum,Fuel,M,145882
Delhi,Silver,Grocery,M,123680
Bengaluru,Silver,Fuel,F,225547
Bengaluru,Silver,Fuel,M,284321
Delhi,Gold,Fuel,F,160563
Greater,Gold,Bills,M,206876
Greater,Platinum,Food,M,76086
Greater,Silver,Bills,M,43283
Ahmedabad,Signature,Fuel,M,294266
Delhi,Gold,Fuel,F,144880
Ahmedabad,Platinum,Fuel,M,222710
Delhi,Platinum,Bills,F,229863
Delhi,Gold,Entertainment,F,102704
Bengaluru,Platinum,Entertainment,F,150702
Greater,Platinum,Food,F,202674
Bengaluru,Platinum,Fuel,M,91744
Ahmedabad,Platinum,Bills,F,178851
Delhi,Silver,Food,F,274972
Ahmedabad,Gold,Entertainment,M,271913
Delhi,Gold,Entertainment,F,1666
Delhi,Silver,Entertainment,F,90817
Ahmedabad,Gold,Food,M,231175
Delhi,Silver,Fuel,F,135772
Delhi,Gold,Grocery,M,240714
Greater,Signature,Grocery,M,21586
Bengaluru,Platinum,Entertainment,F,174493
Ahmedabad,Gold,Fuel,F,57870
Greater,Platinum,Grocery,F,185636
Delhi,Signature,Food,F,162899
Delhi,Gold,Food,F,265408
Bengaluru,Silver,Fuel,F,3806
Ahmedabad,Platinum,Food,F,156671
Greater,Platinum,Food,M,202214
Greater,Silver,Fuel,F,160632
Bengaluru,Gold,Fuel,M,70258
Bengaluru,Platinum,Entertainment,M,189370
Ahmedabad,Platinum,Entertainment,M,260229
Greater,Silver,Food,F,141946
Delhi,Platinum,Fuel,F,31990
Delhi,Platinum,Grocery,F,22953
Ahmedabad,Signature,Food,F,193548
Bengaluru,Silver,Entertainment,M,215775
Delhi,Gold,Entertainment,M,68207
Greater,Platinum,Entertainment,F,208264
Delhi,Platinum,Grocery,M,273760
Bengaluru,Signature,Food,M,11558
Greater,Gold,Food,F,127386
Greater,Silver,Grocery,F,122620
Ahmedabad,Silver,Entertainment,M,164143
Greater,Platinum,Food,M,283710
Ahmedabad,Platinum,Entertainment,M,239205
Bengaluru,Silver,Entertainment,F,190440
Bengaluru,Silver,Grocery,M,52473
Greater,Platinum,Fuel,M,88718
Ahmedabad,Silver,Food,F,9022
Bengaluru,Platinum,Food,M,74812
Greater,Gold,Fuel,M,116265
Ahmedabad,Gold,Grocery,F,81270
Bengaluru,Gold,Bills,M,112218
Greater,Silver,Fuel,F,21211
Bengaluru,Gold,Fuel,F,247139
Ahmedabad,Silver,Food,M,128647
Delhi,Silver,Bills,F,242826
Delhi,Platinum,Fuel,F,238093
Greater,Silver,Bills,F,7071
Delhi,Signature,Bills,F,193869
Bengaluru,Signature,Entertainment,M,165320
Bengaluru,Silver,Fuel,M,106364
Delhi,Gold,Grocery,M,242799
Delhi,Gold,Entertainment,F,281125
Greater,Platinum,Fuel,F,202284
Greater,Silver,Fuel,F,68715
Greater,Silver,Fuel,M,271700
Bengaluru,Signature,Food,M,287740
Greater,Gold,Fuel,M,94048
Bengaluru,Gold,Entertainment,M,228230
Greater,Silver,Grocery,M,283960
Greater,Platinum,Bills,F,234130
Greater,Gold,Bills,M,48470
Delhi,Gold,Grocery,M,217562
Ahmedabad,Platinum,Food,M,72810
Bengaluru,Signature,Bills,M,277104
Bengaluru,Gold,Bills,F,22136
Delhi,Platinum,Food,M,218957
Ahmedabad,Gold,Fuel,F,209349
Delhi,Platinum,Fuel,M,141727
Greater,Platinum,Fuel,F,84580
Bengaluru,Gold,Bills,F,156965
Delhi,Gold,Entertainment,M,200531
Greater,Gold,Grocery,F,262145
Greater,Signature,Food,F,152448
Greater,Silver,Grocery,F,241428
Delhi,Platinum,Fuel,F,186122
Bengaluru,Silver,Fuel,F,170623
Ahmedabad,Silver,Entertainment,M,132805
Delhi,Silver,Grocery,F,263236
Ahmedabad,Platinum,Bills,F,85957
Delhi,Gold,Bills,M,45000
Bengaluru,Silver,Fuel,F,76841
Greater,Platinum,Fuel,M,89843
Bengaluru,Platinum,Food,M,264084
Delhi,Platinum,Fuel,M,172459
Bengaluru,Platinum,Food,M,195548
Greater,Silver,Bills,M,170436
Bengaluru,Signature,Entertainment,M,161870
Bengaluru,Signature,Fuel,F,222990
Greater,Signature,Bills,M,237173
Ahmedabad,Gold,Bills,F,286372
Bengaluru,Silver,Grocery,M,281211
Delhi,Silver,Food,M,152053
Delhi,Gold,Fuel,M,162471
Ahmedabad,Gold,Bills,M,193608
Delhi,Gold,Bills,M,273393
Bengaluru,Platinum,Entertainment,M,170859
Delhi,Silver,Bills,F,109398
Delhi,Signature,Grocery,F,234282
Bengaluru,Gold,Grocery,M,111230
Bengaluru,Silver,Bills,M,231797
Ahmedabad,Signature,Bills,M,124302
Greater,Gold,Fuel,M,157496
Delhi,Platinum,Grocery,M,88688
Greater,Silver,Fuel,F,209076
Bengaluru,Signature,Entertainment,M,178144
Delhi,Signature,Food,M,187380
Bengaluru,Signature,Food,M,234193
Greater,Gold,Fuel,M,212080
Delhi,Gold,Fuel,F,174772
Greater,Silver,Grocery,M,110253
Greater,Gold,Fuel,F,101236
Greater,Platinum,Entertainment,F,12352
Bengaluru,Platinum,Bills,M,170074
Greater,Platinum,Entertainment,F,192891
Greater,Silver,Grocery,M,235584
Ahmedabad,Signature,Food,F,275109
Delhi,Signature,Bills,F,27235
Bengaluru,Platinum,Bills,M,179844
Delhi,Silver,Grocery,F,104713
Greater,Platinum,Grocery,F,149992
Delhi,Platinum,Bills,F,166720
Ahmedabad,Gold,Grocery,M,240865
Delhi,Platinum,Fuel,F,172944
Greater,Signature,Grocery,M,86998
Ahmedabad,Silver,Fuel,M,242740
Ahmedabad,Gold,Food,F,225398
Delhi,Signature,Fuel,F,234166
Ahmedabad,Platinum,Fuel,M,144379
Bengaluru,Signature,Bills,F,222553
Ahmedabad,Signature,Grocery,F,87535
Ahmedabad,Signature,Food,M,99987
Ahmedabad,Silver,Fuel,M,217078
Ahmedabad,Signature,Food,M,181977
Greater,Silver,Entertainment,F,134293
Bengaluru,Platinum,Bills,F,159487
Delhi,Signature,Entertainment,M,17931
Ahmedabad,Signature,Food,M,189477
Delhi,Signature,Grocery,F,231188
Greater,Gold,Entertainment,F,37842
Ahmedabad,Signature,Fuel,F,157846
Greater,Platinum,Food,F,34662
Delhi,Platinum,Food,F,110251
Delhi,Gold,Bills,M,181421
Delhi,Gold,Fuel,F,199082
Ahmedabad,Platinum,Grocery,M,158098
Bengaluru,Silver,Grocery,F,141861
Delhi,Signature,Fuel,M,242118
Ahmedabad,Silver,Food,M,23700
Bengaluru,Signature,Fuel,M,14623
Delhi,Silver,Fuel,M,68749
Bengaluru,Signature,Fuel,M,99502
Ahmedabad,Signature,Entertainment,M,215644
Greater,Gold,Bills,F,188955
Ahmedabad,Platinum,Entertainment,F,149102
Delhi,Signature,Entertainment,M,106756
Delhi,Signature,Fuel,F,293393
Ahmedabad,Platinum,Food,M,222901
Ahmedabad,Silver,Food,M,198100
Bengaluru,Platinum,Fuel,M,38357
Ahmedabad,Silver,Fuel,M,237419
Delhi,Gold,Fuel,F,6132
Greater,Signature,Grocery,M,142878
Greater,Gold,Grocery,M,44297
Delhi,Platinum,Food,F,92703
Greater,Signature,Fuel,M,189627
Ahmedabad,Silver,Grocery,F,281282
Bengaluru,Signature,Fuel,M,272517
Greater,Silver,Grocery,M,182618
Delhi,Silver,Food,M,104716
Greater,Signature,Fuel,F,238195
